연번,광역자치단체명,기초자치단체명,축제명,축제 유형,시작일,종료일
3,강원,춘천시,2025 썸머워터페스티벌,문화예술-음악·공연,2025-07-25,2025-08-13
4,강원,춘천시,춘천막국수닭갈비축제,지역특산물-먹거리·로컬장터,2025-10-16,2025-10-19
5,강원,원주시,2025 댄싱카니발,문화예술-음악·공연,2025-09-26,2025-09-28
6,강원,원주시,원주 한지문화제,문화예술-음악·공연,2025-05-22,2025-05-25
8,강원,원주시,장미축제,문화예술-음악·공연,2025-06-04,2025-06-08
9,강원,원주시,섬강축제,문화예술-음악·공연,2025-09-19,2025-09-21
12,강원,원주시,제11회 치악산한우 축제,지역특산물-육류·유제품,2025-05-23,2025-05-25
13,강원,원주시,댄싱카니발과 함께하는 치악산한우 숯불구이행사,지역특산물-육류·유제품,2025-09-26,2025-09-28
14,강원,원주시,제13회 치악산 찰옥수수 축제,지역특산물-먹거리·로컬장터,2025-07-11,2025-07-12
16,강원,원주시,제4회 치악산 고구마 축제,지역특산물-농산물·과일·채소,2025-10-18,2025-10-19
18,강원,원주시,제31회 국제걷기대회,문화예술-음악·공연,2025-10-25,2025-10-26
22,강원,원주시,2025 원주만두축제,지역특산물-먹거리·로컬장터,2025-10-24,2025-10-26
25,강원,강릉시,경포 벚꽃 축제,자연생태-꽃·식물,2025-03-28,2025-04-02
28,강원,강릉시,난설헌문화제,문화예술-음악·공연,2025-04-19,2025-04-20
30,강원,강릉시,강릉 차문화 축제,문화예술-음악·공연,2025-05-23,2025-05-25
31,강원,강릉시,2025 강릉단오제,전통역사-전통·민속,2025-05-27,2025-06-03
32,강원,강릉시,강릉 비치비어 페스티벌,문화예술-음악·공연,2025-06-27,2025-07-05
33,강원,강릉시,강릉 버스킹 전국대회,문화예술-음악·공연,2025-07-04,2025-08-17
34,강원,강릉시,경포 썸머 페스티벌,문화예술-음악·공연,2025-07-29,2025-08-04
36,강원,강릉시,강릉 국가유산 야행,전통역사-전통·민속,2025-08-14,2025-08-16
37,강원,강릉시,강릉국제예술페스티벌,문화예술-음악·공연,2025-09-01,2025-09-14
38,강원,강릉시,경포 등 축제,전통역사-전통·민속,2025-10-03,2025-10-07
39,강원,강릉시,제4회 강릉 누들 축제,지역특산물-먹거리·로컬장터,2025-10-17,2025-10-19
42,강원,동해시,제12회 전천축제,문화예술-음악·공연,2025-04-04,2025-04-06
43,강원,동해시,2025 무릉별유천지 라벤더축제,자연생태-하늘·천문,2025-06-14,2025-06-22
50,강원,태백시,제32회 태백산 눈축제,문화예술-음악·공연,2025-02-07,2025-02-16
51,강원,태백시,제10회 한강낙동강발원지 축제,문화예술-음악·공연,2025-07-26,2025-08-03
58,강원,삼척시,삼척정원대보름제,전통역사-전통·민속,2025-02-14,2025-02-16
59,강원,삼척시,제21회 삼척맹방유채꽃축제,자연생태-꽃·식물,2025-03-27,2025-04-20
60,강원,삼척시,삼척 장미축제,자연생태-꽃·식물,2025-05-23,2025-06-01
61,강원,삼척시,삼척동해왕이사부축제,전통역사-전통·민속,2025-09-06,2025-09-07
62,강원,삼척시,삼척 비치 썸 페스티벌,문화예술-음악·공연,2025-08-01,2025-08-03
63,강원,삼척시,"제16회 삼척평생학습박람회 및 
제6회 책축제",문화예술-문학·독서,2025-10-25,2025-10-26
64,강원,삼척시,2025 삼척 문화유산 야행,전통역사-전통·민속,2025-09-26,2025-09-28
65,강원,홍천군,제13회 홍천강 꽁꽁축제,전통역사-전통·민속,2025-01-18,2025-02-01
78,강원,횡성군,제3회 강원예술인 한마당,문화예술-음악·공연,2025-10-17,2025-10-19
79,강원,영월군,단종문화제,전통역사-전통·민속,2025-04-25,2025-04-27
80,강원,영월군,동강국제사진제,문화예술-전시·미술·사진,2025-07-18,2025-09-28
81,강원,영월군,동강뗏목축제,문화예술-음악·공연,2025-08-01,2025-08-03
82,강원,영월군,김삿갓문화제,전통역사-전통·민속,2025-10-17,2025-10-19
88,강원,평창군,2025년 평창송어축제,지역특산물-먹거리·로컬장터,2025-01-03,2025-02-02
89,강원,평창군,2025년 대관령눈꽃축제,자연생태-꽃·식물,2025-01-24,2025-02-02
90,강원,정선군,정선동강할미꽃축제,자연생태-꽃·식물,2025-03-21,2025-03-23
99,강원,정선군,제50회 정선아리랑제,전통역사-전통·민속,2025-09-25,2025-09-28
100,강원,철원군,제13회 철원 한탄강 얼음트레킹 축제,자연생태-산·숲·생태,2025-01-11,2025-01-19
101,강원,철원군,제18회 철원 화강 다슬기 축제,자연생태-산·숲·생태,2025-07-31,2025-08-03
102,강원,철원군,제42회 태봉제,전통역사-전통·민속,2025-10-02,2025-10-04
103,강원,화천군,2025 얼음나라화천산천어축제,자연생태-산·숲·생태,2025-01-11,2025-02-02
104,강원,화천군,제21회 화천토마토축제,지역특산물-먹거리·로컬장터,2025-07-29,2025-08-03
105,강원,양구군,2025 청춘양구 곰취축제,지역특산물-먹거리·로컬장터,2025-05-03,2025-05-06
106,강원,양구군,2025 국토정중앙 청춘양구 배꼽축제,문화예술-음악·공연,2025-08-29,2025-08-31
108,강원,양구군,2025 청춘양구 펀치볼시래기사과축제,지역특산물-농산물·과일·채소,2025-10-31,2025-11-02
109,강원,양구군,국토정중앙 양구 보름달 축제,문화예술-음악·공연,2025-10-05,2025-10-07
110,강원,양구군,제6회 수목원과 함께하는 튤립여행,자연생태-꽃·식물,2025-05-06,2025-05-21
115,강원,인제군,용대황태축제,자연생태-산·숲·생태,2025-10-02,2025-10-05
116,강원,인제군,하추리도리깨축제,자연생태-산·숲·생태,2025-10-25,2025-10-26
117,강원,인제군,인제천리길걷기축제,자연생태-산·숲·생태,2025-10-18,2025-10-19
119,강원,양양군,2025 양양 모닥불축제,전통역사-전통·민속,2025-02-14,2025-02-15
120,강원,양양군,2025 양양 생태생명축제,자연생태-산·숲·생태,2025-04-04,2025-04-13
121,강원,양양군,2025 양양 워터댄싱카니발,문화예술-음악·공연,2025-06-28,2025-07-05
124,경기,수원시,2025 '새빛 숲속의 파티' 수원연극축제,문화예술-연극·뮤지컬·영화,2025-05-17,2025-05-18
125,경기,수원시,2025 수원발레축제,문화예술-음악·공연,2025-09-05,2025-09-06
126,경기,수원시,2025 수원재즈페스티벌,문화예술-음악·공연,2025-09-19,2025-09-20
127,경기,수원시,수원연등축제,전통역사-전통·민속,2025-04-19,2025-04-19
128,경기,수원시,2025. 부활절 음악 대축제,문화예술-음악·공연,2025-04-20,2025-04-20
129,경기,수원시,2025 수원 국가유산 야행,전통역사-전통·민속,2025-05-30,2025-06-01
130,경기,수원시,2025 수원누리 평화 콘서트,문화예술-음악·공연,2025-08-15,2025-08-15
131,경기,수원시,2025 만석거 새빛 축제,문화예술-음악·공연,2025-04-04,2025-04-13
132,경기,수원시,제62회 수원화성문화제,문화예술-음악·공연,2025-09-27,2025-10-04
133,경기,수원시,2025 국가유산 미디어아트 수원화성,문화예술-전시·미술·사진,2025-09-27,2025-10-12
134,경기,수원시,2025정조대왕 능행차 공동재현,문화예술-음악·공연,2025-09-28,2025-09-28
136,경기,용인시,도농 어울림 축제,자연생태-산·숲·생태,2025-04-19,2025-10-19
138,경기,용인시,제21회 포은문화제,전통역사-전통·민속,2025-10-18,2025-10-19
139,경기,용인시,제34회 처인성문화제,전통역사-전통·민속,2025-05-31,2025-06-01
141,경기,고양시,2025 행주가예술이야,전통역사-전통·민속,2025-04-11,2025-04-27
142,경기,고양시,2025 고양국제꽃박람회,자연생태-꽃·식물,2025-04-25,2025-05-11
143,경기,고양시,제37회 고양행주문화제,문화예술-음악·공연,2025-05-23,2025-05-25
144,경기,고양시,2025 고양호수예술축제,문화예술-음악·공연,2025-09-26,2025-09-28
145,경기,고양시,제2회 K팝꽃팝축제,문화예술-음악·공연,2025-12-20,2025-12-25
146,경기,화성시,제15회 화성뱃놀이축제,자연생태-산·숲·생태,2025-05-30,2025-06-02
149,경기,부천시,제28회 부천국제만화축제,문화예술-음악·공연,2025-09-25,2025-09-28
150,경기,부천시,제9회 경기국제코스프레페스티벌,문화예술-음악·공연,2025-09-25,2025-09-28
151,경기,부천시,제27회 부천국제애니메이션페스티벌,문화예술-음악·공연,2025-10-24,2025-10-28
152,경기,부천시,제29회 부천국제판타스틱영화제,문화예술-연극·뮤지컬·영화,2025-07-03,2025-07-13
153,경기,남양주시,제20회 광릉숲축제,자연생태-산·숲·생태,2025-09-27,2025-09-28
154,경기,남양주시,제39회 정약용문화제,전통역사-전통·민속,2025-10-18,2025-10-19
155,경기,안산시,제21회 안산국제거리극축제,문화예술-음악·공연,2025-05-03,2025-05-05
156,경기,안산시,제39회 별망성예술제,문화예술-음악·공연,2025-09-20,2025-09-21
158,경기,안산시,제28회 성호문화제,문화예술-음악·공연,2025-05-31,2025-06-01
159,경기,안산시,제6회 김홍도문화제,전통역사-전통·민속,2025-10-31,2025-11-02
160,경기,안산시,2025년 안산 대부포도축제,지역특산물-농산물·과일·채소,2025-09-19,2025-09-21
162,경기,평택시,한미친선 한마음 축제,문화예술-음악·공연,2025-05-17,2025-05-18
163,경기,평택시,한미친선 문화 한마당,문화예술-음악·공연,2025-09-20,2025-09-21
164,경기,평택시,한미 어울림 축제,문화예술-음악·공연,2025-09-27,2025-10-28
166,경기,평택시,2025 평택꽃나들이,문화예술-음악·공연,2025-04-12,2025-04-16
168,경기,안양시,2025 안양충훈벚꽃축제,자연생태-꽃·식물,2025-04-05,2025-04-06
169,경기,안양시,제34회 안양예술제,문화예술-음악·공연,2025-05-02,2025-05-03
170,경기,안양시,제22회 안양스마T움축제,문화예술-음악·공연,2025-05-31,2025-06-01
171,경기,안양시,2025 안양춤축제,문화예술-음악·공연,2025-09-26,2025-09-28
172,경기,안양시,먹거리 한마당,문화예술-음악·공연,2025-09-26,2025-09-28
174,경기,시흥시,거북섬 봄 페스타,문화예술-음악·공연,2025-05-17,2025-05-18
175,경기,시흥시,제4회 거북섬 해양축제,문화예술-음악·공연,2025-08-29,2025-08-31
176,경기,시흥시,제20회 시흥갯골축제,자연생태-산·숲·생태,2025-09-26,2025-09-28
177,경기,시흥시,제32회 물왕예술제,문화예술-음악·공연,2025-05-09,2025-05-11
178,경기,시흥시,연성문화제,전통역사-전통·민속,2025-10-18,2025-10-19
180,경기,파주시,파주출판도시 어린이책잔치,문화예술-문학·독서,2025-05-03,2025-05-05
181,경기,파주시,파주상생페스타,문화예술-음악·공연,2025-05-17,2025-05-17
182,경기,파주시,DMZ국제다큐멘터리영화제,문화예술-연극·뮤지컬·영화,2025-09-11,2025-09-17
183,경기,파주시,파주포크페스티벌,문화예술-음악·공연,2025-09-19,2025-09-20
184,경기,파주시,헤이리 판 페스티벌,문화예술-음악·공연,2025-09-26,2025-09-28
185,경기,파주시,파주페어_북앤컬처,문화예술-음악·공연,2025-10-03,2025-10-05
186,경기,파주시,율곡문화제,전통역사-전통·민속,2025-10-11,2025-10-12
187,경기,파주시,운정호수공원 불꽃축제,문화예술-음악·공연,2025-11-01,2025-11-01
188,경기,파주시,제20회 파주개성인삼축제,지역특산물-먹거리·로컬장터,2025-10-18,2025-10-19
189,경기,파주시,제29회 파주장단콩축제,지역특산물-먹거리·로컬장터,2025-11-21,2025-11-23
190,경기,김포시,김포 벚꽃축제,문화예술-음악·공연,2025-04-05,2025-04-06
191,경기,김포시,김포 아라마린페스티벌,문화예술-음악·공연,2025-05-31,2025-06-01
192,경기,김포시,김포 라베니체축제,문화예술-음악·공연,2025-10-11,2025-10-11
193,경기,김포시,김포 해병대 문화축제,문화예술-음악·공연,2025-11-01,2025-11-01
197,경기,의정부시,제40회 회룡문화제,전통역사-전통·민속,2025-09-27,2025-09-28
198,경기,의정부시,제18회 의정부 부대찌개 축제,지역특산물-먹거리·로컬장터,2025-10-18,2025-10-19
201,경기,광주시,제28회 광주왕실도자페스티벌,전통역사-전통·민속,2025-04-25,2025-05-06
202,경기,광주시,제23회 퇴촌토마토축제,지역특산물-먹거리·로컬장터,2025-06-20,2025-06-22
204,경기,하남시,2025 하남이성산성문화제,전통역사-전통·민속,2025-09-27,2025-09-30
205,경기,광명시,오리문화제,전통역사-전통·민속,2025-05-09,2025-05-10
206,경기,광명시,2025 광명마당극축제,문화예술-음악·공연,2025-09-05,2025-09-07
207,경기,광명시,제17회 광명농악대축제,전통역사-전통·민속,2025-10-18,2025-10-19
211,경기,광명시,광명동굴 빛 축제,문화예술-음악·공연,2025-10-21,2025-10-26
212,경기,군포시,군포철쭉축제,자연생태-산·숲·생태,2025-04-19,2025-04-27
214,경기,양주시,제8회 양주 회암사지 왕실축제,전통역사-전통·민속,2025-05-30,2025-06-01
215,경기,양주시,제7회 양주 천만송이 천일홍 축제,자연생태-산·숲·생태,2025-09-26,2025-09-28
216,경기,양주시,양주국가유산 야행,전통역사-전통·민속,2025-09-19,2025-09-21
219,경기,이천시,제39회 이천도자기축제,문화예술-음악·공연,2025-04-25,2025-05-06
220,경기,이천시,제24회 이천쌀문화축제,지역특산물-먹거리·로컬장터,2025-10-22,2025-10-26
221,경기,이천시,제11회 이천체험문화축제,문화예술-음악·공연,2025-04-05,2025-04-06
226,경기,안성시,안성맞춤 남사당 바우덕이축제,전통역사-전통·민속,2025-10-09,2025-10-12
227,경기,구리시,2025 구리 유채꽃 축제,문화예술-음악·공연,2025-05-09,2025-05-11
228,경기,구리시,2025 구리 코스모스 축제,문화예술-음악·공연,2025-10-10,2025-10-12
229,경기,의왕시,의왕어린이철도축제,문화예술-음악·공연,2025-05-03,2025-05-03
230,경기,의왕시,의왕백운호수축제,문화예술-음악·공연,2025-09-27,2025-09-28
231,경기,포천시,제28회 포천 산정호수 명성산 억새꽃축제,문화예술-음악·공연,2025-10-18,2025-11-02
233,경기,포천시,2025 포천 한탄강 세계 드론 제전,문화예술-음악·공연,2025-10-09,2025-10-12
234,경기,포천시,포천 한우 축제,지역특산물-육류·유제품,2025-09-27,2025-09-28
235,경기,포천시,한탄강 세계지질공원 가든페스타(봄),자연생태-산·숲·생태,2025-05-03,2025-06-15
236,경기,포천시,한탄강 세계지질공원 가든페스타(가을),자연생태-산·숲·생태,2025-08-23,2025-11-09
237,경기,포천시,포천백운계곡 동장군 축제,자연생태-산·숲·생태,2025-12-20,2026-02-22
238,경기,포천시,2025년 포천 농특산물 대축제(상반기),지역특산물-먹거리·로컬장터,2025-05-03,2025-06-15
239,경기,포천시,2025년 포천 농특산물 대축제(하반기),지역특산물-먹거리·로컬장터,2025-08-23,2025-11-09
240,경기,포천시,2025 포천 한탄강 윈터 환타지아,자연생태-산·숲·생태,2025-12-19,2026-02-22
241,경기,양평군,제15회 양평용문산 산나물축제,지역특산물-먹거리·로컬장터,2025-04-25,2025-04-27
244,경기,양평군,제26회 양평단월고로쇠축제,지역특산물-먹거리·로컬장터,2025-03-15,2025-03-16
245,경기,양평군,제22회 산수유한우축제,지역특산물-육류·유제품,2025-03-29,2025-03-30
246,경기,양평군,제15회 양평용문산 산나물축제,지역특산물-먹거리·로컬장터,2025-04-25,2025-04-27
247,경기,양평군,제1회  양평수박 축제,지역특산물-농산물·과일·채소,2025-07-05,2025-07-06
254,경기,여주시,제3회 강천섬 힐링 문화축제,문화예술-음악·공연,2025-10-24,2025-11-02
255,경기,여주시,제9회여주흥천남한강벚꽃축제,자연생태-꽃·식물,2025-04-04,2025-04-06
257,경기,여주시,제37회 여주도자기축제,문화예술-음악·공연,2025-05-01,2025-05-11
258,경기,여주시,2025 여주오곡나루축제,지역특산물-먹거리·로컬장터,2025-10-17,2025-10-19
264,경기,과천시,과천공연예술축제,문화예술-음악·공연,2025-09-19,2025-09-21
265,경기,가평군,2025 Colorful Garden 자라섬 꽃 페스타(봄),문화예술-음악·공연,2025-05-24,2025-06-15
266,경기,가평군,2025 Colorful Garden 자라섬 꽃 페스타(가을),문화예술-음악·공연,2025-09-13,2025-10-12
267,경기,가평군,제2회 재즈페스티벌 in 가평,문화예술-음악·공연,2025-10-17,2025-10-19
268,경기,가평군,제22회 자라섬재즈페스티벌,문화예술-음악·공연,2025-10-17,2025-10-19
269,경기,연천군,제32회 연천 구석기 축제,전통역사-전통·민속,2025-05-02,2025-05-05
270,경기,연천군,제10회 통일바라기 축제,자연생태-산·숲·생태,2025-08-30,2025-09-08
272,경기,연천군,2025년 임진강 댑싸리정원 개장,자연생태-산·숲·생태,2025-09-01,2025-10-31
273,경기,연천군,제7회 연천국화축제,자연생태-산·숲·생태,2025-10-17,2025-10-26
274,경남,창원시,제63회 진해군항제,자연생태-산·숲·생태,2025-03-29,2025-04-06
278,경남,창원시,문화다양성축제 MAMF(맘프) 2025,문화예술-음악·공연,2025-10-24,2025-10-26
282,경남,진주시,제24회 진주논개제,전통역사-전통·민속,2025-05-03,2025-05-06
287,경남,통영시,제20회 봉숫골꽃나들이 축제,문화예술-음악·공연,2025-03-29,2025-03-30
288,경남,통영시,제64회 통영한산대첩축제,전통역사-전통·민속,2025-08-09,2025-08-14
289,경남,통영시,제2회 통영어부장터축제,지역특산물-먹거리·로컬장터,2025-10-24,2025-10-26
290,경남,사천시,제6회 선진리성 벚꽃축제,문화예술-음악·공연,2025-03-29,2025-03-30
291,경남,사천시,제10회 사천비토섬별주부전축제,문화예술-음악·공연,2025-04-04,2025-04-05
292,경남,사천시,제27회 와룡문화제,문화예술-음악·공연,2025-05-01,2025-05-04
293,경남,사천시,2025년 사천시 삼천포항 수산물축제,지역특산물-수산·해산물,2025-05-23,2025-05-25
294,경남,사천시,제22회 사천시 삼천포항 자연산전어축제,지역특산물-먹거리·로컬장터,2025-08-15,2025-08-17
296,경남,김해시,2025 가야문화축제,문화예술-음악·공연,2025-04-11,2025-04-13
297,경남,김해시,제2회 김해한우축제,지역특산물-육류·유제품,2025-05-22,2025-05-25
299,경남,김해시,2025 김해문화재야행,전통역사-전통·민속,2025-10-17,2025-10-19
300,경남,김해시,제2회 부원동 뒷고기 축제,지역특산물-먹거리·로컬장터,2025-10-26,2025-10-27
301,경남,김해시,제41회 김해진영단감축제,지역특산물-먹거리·로컬장터,2025-10-31,2025-11-02
302,경남,김해시,제30회 김해분청도자기축제,문화예술-음악·공연,2025-11-05,2025-11-10
304,경남,밀양시,제2회 MY아리나드림페스티벌,문화예술-음악·공연,2025-03-08,2025-03-30
306,경남,밀양시,제67회 밀양아리랑대축제,문화예술-음악·공연,2025-05-22,2025-05-25
310,경남,밀양시,제16회 밀양대추축제,지역특산물-먹거리·로컬장터,2025-10-18,2025-10-19
313,경남,거제시,거제맹종대나무축제,지역특산물-먹거리·로컬장터,2025-04-25,2025-04-27
314,경남,거제시,제1회 숭어축제,지역특산물-먹거리·로컬장터,2025-04-05,2025-04-06
315,경남,거제시,제63회 거제옥포대첩 축제,전통역사-전통·민속,2025-06-13,2025-06-15
316,경남,거제시,남부면 수국축제,자연생태-산·숲·생태,2025-06-22,2025-06-23
317,경남,거제시,2025년 거제여름해양축제,문화예술-음악·공연,2025-07-25,2025-07-27
319,경남,거제시,제14회 거제둔덕 포도축제,지역특산물-농산물·과일·채소,2025-09-06,2025-09-07
320,경남,거제시,제19회 거제섬꽃축제,문화예술-음악·공연,2025-10-25,2025-11-09
321,경남,양산시,2025 원동미나리축제,지역특산물-먹거리·로컬장터,2025-02-22,2025-03-31
322,경남,양산시,2025 원동매화축제,지역특산물-먹거리·로컬장터,2025-03-01,2025-03-03
323,경남,양산시,2025 물금벚꽃축제,문화예술-음악·공연,2025-03-29,2025-03-30
325,경남,양산시,2025 양산삽량문화축전,전통역사-전통·민속,2025-09-26,2025-09-28
326,경남,양산시,양산국화축제,자연생태-산·숲·생태,2025-10-24,2025-11-09
327,경남,양산시,배내골사과축제,지역특산물-농산물·과일·채소,2025-11-01,2025-11-02
328,경남,의령군,제22회 의령토요애수박축제,지역특산물-농산물·과일·채소,2025-04-17,2025-04-20
329,경남,의령군,제50회 의령 홍의장군축제,전통역사-전통·민속,2025-04-17,2025-04-20
334,경남,함안군,제14회 함안곶감축제,지역특산물-먹거리·로컬장터,2025-01-10,2025-01-12
335,경남,함안군,제6회 대한민국 함안 수박축제,지역특산물-농산물·과일·채소,2025-04-26,2025-04-28
336,경남,함안군,제3회 칠서생태공원 청보리·작약축제,자연생태-산·숲·생태,2025-05-09,2025-05-11
337,경남,함안군,제13회 강주해바라기 축제,자연생태-산·숲·생태,2025-06-18,2025-07-02
338,경남,함안군,제37회 아라가야문화제,전통역사-전통·민속,2025-09-10,2025-09-12
339,경남,창녕군,제64회 3.1민속문화제,전통역사-전통·민속,2025-02-28,2025-03-03
340,경남,창녕군,제30회 부곡온천축제,자연생태-산·숲·생태,2025-03-28,2025-03-30
341,경남,창녕군,제20회 창녕낙동강유채축제,자연생태-꽃·식물,2025-04-10,2025-04-13
342,경남,창녕군,제39회 비사벌문화제,문화예술-음악·공연,2025-10-24,2025-10-26
343,경남,고성군,당항포대첩축제,전통역사-전통·민속,2025-04-25,2025-04-27
344,경남,고성군,만화방초 수국축제,자연생태-산·숲·생태,2025-07-01,2025-07-31
346,경남,고성군,기월안뜰 경관농업지구 가을꽃축제,자연생태-꽃·식물,2025-09-12,2025-09-14
347,경남,고성군,경남고성공룡세계엑스포,문화예술-음악·공연,2025-10-01,2025-11-08
348,경남,고성군,고성 수산물 가리비 축제,지역특산물-수산·해산물,2025-10-31,2025-10-02
349,경남,남해군,"2025 고향사랑 방문의 해 기념 ""꽃 피는 남해""",자연생태-꽃·식물,2025-03-28,2025-03-29
351,경남,남해군,"제19회 보물섬 해산물 축제(부제:국민고향,남해)",지역특산물-수산·해산물,2025-05-09,2025-05-10
354,경남,하동군,제27회 화개장터 벚꽃축제,지역특산물-먹거리·로컬장터,2025-03-28,2025-03-30
356,경남,하동군,제9회 하동섬진강문화재첩축제,지역특산물-먹거리·로컬장터,2025-06-20,2025-06-22
360,경남,산청군,지리산산청곶감축제위원회,지역특산물-먹거리·로컬장터,2025-01-02,2025-01-05
361,경남,산청군,산청 농특산물 대제전,지역특산물-먹거리·로컬장터,2025-04-11,2025-04-13
362,경남,산청군,생초국제조각공원꽃잔디축제,자연생태-꽃·식물,2025-04-14,2025-04-27
363,경남,산청군,산청황매산철쭉제,자연생태-산·숲·생태,2025-04-26,2025-05-11
364,경남,산청군,ON산청 빛나는 여름밤 페스티벌,문화예술-음악·공연,2025-07-27,2025-07-28
371,경남,거창군,창포원 힐링치유 봄축제(가칭),자연생태-산·숲·생태,2025-05-16,2025-05-18
372,경남,거창군,제6회 거창 아리미아 꽃 축제,자연생태-꽃·식물,2025-05-16,2025-05-18
373,경남,거창군,제6회 거창韓 거창산양삼축제,지역특산물-먹거리·로컬장터,2025-05-16,2025-05-18
374,경남,거창군,제5회 감악산 꽃&별여행,자연생태-꽃·식물,2025-09-22,2025-10-13
375,경남,거창군,제35회 거창국제연극제,문화예술-연극·뮤지컬·영화,2025-07-25,2025-08-03
376,경남,거창군,2025 거창한마당대축제,문화예술-음악·공연,2025-09-25,2025-09-28
377,경남,합천군,제29회 황매산철쭉제,자연생태-산·숲·생태,2025-04-26,2025-05-11
380,경남,합천군,제3회 합천황토한우축제,지역특산물-육류·유제품,2025-10-24,2025-10-26
383,경북,포항시,제28회 호미곶한민족해맞이축전,문화예술-음악·공연,2025-12-31,2026-01-01
384,경북,포항시,포항해병대문화축제,문화예술-음악·공연,2025-04-26,2025-04-27
386,경북,포항시,포항국제불빛축제,문화예술-음악·공연,2025-05-30,2025-06-01
387,경북,포항시,2025 포항 재팬위크 행사,문화예술-음악·공연,2025-05-30,2025-05-31
389,경북,포항시,포항운하축제,문화예술-음악·공연,2025-09-20,2025-09-21
391,경북,포항시,포항국제청년캠프행사,문화예술-음악·공연,2025-09-25,2025-09-28
392,경북,포항시,2025 스틸아트페스티벌,문화예술-음악·공연,2025-10-25,2025-11-02
393,경북,포항시,호미반도 유채꽃 개장식,자연생태-꽃·식물,2025-03-29,2025-03-30
402,경북,안동시,2025 안동암산얼음축제,자연생태-산·숲·생태,2025-01-18,2025-01-26
403,경북,안동시,2025 차전장군노국공주축제,문화예술-음악·공연,2025-05-01,2025-05-06
406,경북,안동시,2025 안동국제탈춤페스티벌,전통역사-전통·민속,2025-09-26,2025-10-05
407,경북,김천시,2025 김천김밥축제,문화예술-음악·공연,2025-10-25,2025-10-26
408,경북,김천시,2025 연화지 벚꽃 페스타,문화예술-음악·공연,2025-03-29,2025-04-06
409,경북,김천시,제14회 농촌체험축제,지역특산물-먹거리·로컬장터,2025-10-18,2025-10-19
410,경북,김천시,2025 김천포도축제,지역특산물-농산물·과일·채소,2025-09-19,2025-09-21
411,경북,구미시,"청춘, 금오천 벚꽃 페스티벌",문화예술-음악·공연,2025-04-04,2025-04-08
412,경북,구미시,금오예술제,문화예술-음악·공연,2025-09-18,2025-09-20
424,경북,영천시,제23회 영천한약축제,지역특산물-먹거리·로컬장터,2025-09-26,2025-09-28
426,경북,영천시,제13회 영천와인페스타,지역특산물-술·음료,2025-09-27,2025-09-28
428,경북,영천시,제5회 중악팔공산 은빛문화제,문화예술-음악·공연,2025-09-07,2025-09-08
429,경북,영천시,제22회 영천보현산별빛축제,지역특산물-먹거리·로컬장터,2025-10-17,2025-10-19
430,경북,상주시,2025 상주곶감축제,지역특산물-먹거리·로컬장터,2025-01-09,2025-01-12
435,경북,문경시,제27회 문경찻사발축제,문화예술-음악·공연,2025-05-03,2025-05-11
440,경북,경산시,2025 경산자인단오제,자연생태-산·숲·생태,2025-05-30,2025-06-01
443,경북,의성군,제18회 산수유마을 꽃맞이 행사,자연생태-꽃·식물,2025-03-22,2025-03-30
444,경북,의성군,제3회 남대천 벚꽃축제,자연생태-꽃·식물,2025-04-05,2025-04-06
446,경북,청송군,제19회 청송사과축제,지역특산물-농산물·과일·채소,2025-10-29,2025-11-02
447,경북,청송군,제2회 청송백자축제,문화예술-음악·공연,2025-05-23,2025-05-25
448,경북,영양군,제20회 영양산나물축제,지역특산물-먹거리·로컬장터,2025-05-08,2025-05-11
449,경북,영양군,캠핑과 함께하는 별빛 반딧불이 체험,자연생태-곤충·반딧불,2025-08-24,2025-08-25
450,경북,영양군,제 4회 수비 능이축제,지역특산물-먹거리·로컬장터,2025-10-10,2025-10-12
451,경북,영덕군,제28회 영덕대게축제,지역특산물-먹거리·로컬장터,2025-03-14,2025-03-17
453,경북,영덕군,영덕 국가유산 야행,전통역사-전통·민속,2025-06-20,2025-06-21
456,경북,청도군,정월대보름민속한마당행사,문화예술-음악·공연,2025-02-12,2025-02-12
460,경북,고령군,고령 대가야축제,전통역사-전통·민속,2025-03-28,2025-03-30
461,경북,성주군,2025 성주참외&생명문화축제,문화예술-음악·공연,2025-05-15,2025-05-18
462,경북,성주군,2025 성주가야산 황금들녘 메뚜기 축제,자연생태-산·숲·생태,2025-10-18,2025-10-19
464,경북,칠곡군,"쉼과 힐링, 가톨릭 페스티벌",문화예술-음악·공연,2025-05-16,2025-05-18
465,경북,칠곡군,제12회 칠곡낙동강평화축제,전통역사-전통·민속,2025-10-23,2025-10-26
466,경북,칠곡군,제16회 낙동강지구 전투 전승행사,전통역사-전통·민속,2025-10-23,2025-10-26
467,경북,칠곡군,칠곡꿀맥 페스타,지역특산물-먹거리·로컬장터,2025-06-20,2025-06-21
468,경북,칠곡군,인문학마을 축제,전통역사-전통·민속,2025-04-12,2025-04-12
469,경북,칠곡군,칠곡 문화물결축제,문화예술-음악·공연,2025-05-31,2025-05-31
471,경북,예천군,2025 회룡포 봄꽃축제,문화예술-음악·공연,2025-04-12,2025-04-20
472,경북,예천군,2025 예천활축제,문화예술-음악·공연,2025-05-02,2025-05-05
473,경북,예천군,2025 예천곤충축제,문화예술-음악·공연,2025-08-15,2025-08-17
475,경북,예천군,2025 삼강주막 나루터축제,문화예술-음악·공연,2025-10-04,2025-10-06
